country,nuts_2,cases,deaths,datetime
PL,lubelskie,1014,21,2020-08-03T00:00:00
PL,opolskie,1207,57,2020-08-03T00:00:00
PL,podkarpackie,1394,60,2020-08-03T00:00:00
PL,śląskie,16718,395,2020-08-03T00:00:00
PL,dolnośląskie,3306,155,2020-08-03T00:00:00
PL,małopolskie,3846,70,2020-08-03T00:00:00
PL,warmińsko-mazurskie,385,2,2020-08-03T00:00:00
PL,wielkopolskie,3950,199,2020-08-03T00:00:00
PL,łódzkie,4055,207,2020-08-03T00:00:00
PL,lubuskie,432,10,2020-08-03T00:00:00
PL,mazowieckie,6636,377,2020-08-03T00:00:00
PL,zachodniopomorskie,761,23,2020-08-03T00:00:00
PL,kujawsko-pomorskie,819,50,2020-08-03T00:00:00
PL,pomorskie,963,39,2020-08-03T00:00:00
PL,świętokrzyskie,985,45,2020-08-03T00:00:00
PL,podlaskie,998,22,2020-08-03T00:00:00
