country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,dolnośląskie,7310,0.03,590,3020,12,6701,2021-08-10T00:00:00
PL,śląskie,10226,0.03,1273,4880,15,6024,2021-08-10T00:00:00
PL,zachodniopomorskie,130196,0.07,2933,2023,15,2257,2021-08-10T00:00:00
PL,podkarpackie,126881,0.06,4463,2675,14,2273,2021-08-10T00:00:00
PL,kujawsko-pomorskie,181338,0.08,4791,1923,17,2103,2021-08-10T00:00:00
PL,pomorskie,192732,0.07,4490,2853,17,4048,2021-08-10T00:00:00
PL,podlaskie,70120,0.02,2150,1184,2,1630,2021-08-10T00:00:00
PL,lubelskie,127274,0.11,4531,2374,26,3388,2021-08-10T00:00:00
PL,mazowieckie,397420,0.04,9454,5820,30,20043,2021-08-10T00:00:00
PL,małopolskie,6097,0.08,602,3632,35,4691,2021-08-10T00:00:00
PL,łódzkie,6220,0.01,513,3443,5,5600,2021-08-10T00:00:00
PL,opolskie,70057,0.03,2056,1302,3,1786,2021-08-10T00:00:00
PL,lubuskie,74120,0.04,2053,1195,7,1809,2021-08-10T00:00:00
PL,wielkopolskie,286090,0.02,7383,2962,8,5904,2021-08-10T00:00:00
PL,świętokrzyskie,2060,0.06,360,1282,8,1190,2021-08-10T00:00:00
PL,warmińsko-mazurskie,2140,0.06,215,1504,13,1294,2021-08-10T00:00:00
