country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,128704,0.48,4553,1842,112,5843,2021-09-19T00:00:00
PL,warmińsko-mazurskie,2554,0.08,223,704,12,1817,2021-09-19T00:00:00
PL,świętokrzyskie,2332,0.1,375,996,13,1428,2021-09-19T00:00:00
PL,pomorskie,193533,0.06,4502,1691,16,4122,2021-09-19T00:00:00
PL,opolskie,70371,0.14,2059,674,14,1788,2021-09-19T00:00:00
PL,lubuskie,74354,0.15,2059,631,15,2348,2021-09-19T00:00:00
PL,kujawsko-pomorskie,181823,0.11,4800,1180,24,2434,2021-09-19T00:00:00
PL,podlaskie,70812,0.19,2159,856,25,2098,2021-09-19T00:00:00
PL,zachodniopomorskie,131030,0.14,2944,1288,27,3443,2021-09-19T00:00:00
PL,łódzkie,7100,0.11,534,2100,35,6267,2021-09-19T00:00:00
PL,śląskie,11232,0.07,1288,3089,37,5127,2021-09-19T00:00:00
PL,małopolskie,7421,0.1,619,2831,40,4001,2021-09-19T00:00:00
PL,wielkopolskie,286905,0.1,7391,1865,36,5862,2021-09-19T00:00:00
PL,podkarpackie,127841,0.18,4477,2137,44,2080,2021-09-19T00:00:00
PL,dolnośląskie,8195,0.13,598,1771,46,6202,2021-09-19T00:00:00
PL,mazowieckie,399349,0.15,9476,4312,93,26271,2021-09-19T00:00:00
