country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,dolnośląskie,7457,0.03,593,1960,10,5645,2021-08-22T00:00:00
PL,pomorskie,192880,0.06,4492,1708,13,3359,2021-08-22T00:00:00
PL,wielkopolskie,286256,0.04,7385,1997,17,5356,2021-08-22T00:00:00
PL,małopolskie,6352,0.05,604,3383,19,3465,2021-08-22T00:00:00
PL,podkarpackie,127041,0.08,4465,2164,28,1717,2021-08-22T00:00:00
PL,opolskie,70131,0.18,2057,1008,20,1404,2021-08-22T00:00:00
PL,śląskie,10432,0.04,1278,3498,24,4885,2021-08-22T00:00:00
PL,mazowieckie,397755,0.06,9459,4107,37,17623,2021-08-22T00:00:00
PL,kujawsko-pomorskie,181432,0.02,4791,1305,5,1693,2021-08-22T00:00:00
PL,lubelskie,127406,0.02,4533,1435,7,2512,2021-08-22T00:00:00
PL,łódzkie,6350,0.02,513,2013,7,4272,2021-08-22T00:00:00
PL,zachodniopomorskie,130295,0.02,2935,1363,7,2070,2021-08-22T00:00:00
PL,lubuskie,74164,0.05,2053,576,7,1541,2021-08-22T00:00:00
PL,świętokrzyskie,2116,0.04,362,934,5,795,2021-08-22T00:00:00
PL,podlaskie,70249,0.05,2153,954,8,1154,2021-08-22T00:00:00
PL,warmińsko-mazurskie,2220,0.04,215,818,7,1024,2021-08-22T00:00:00
