country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,70206,0.1,2058,774,10,1342,2021-09-03T00:00:00
PL,kujawsko-pomorskie,181542,0.07,4793,1510,17,1558,2021-09-03T00:00:00
PL,dolnośląskie,7620,0.06,594,2324,22,4834,2021-09-03T00:00:00
PL,pomorskie,193093,0.07,4497,2150,16,3006,2021-09-03T00:00:00
PL,podlaskie,70398,0.17,2154,1079,21,1208,2021-09-03T00:00:00
PL,zachodniopomorskie,130489,0.14,2941,1505,27,1839,2021-09-03T00:00:00
PL,wielkopolskie,286441,0.07,7388,2626,27,4259,2021-09-03T00:00:00
PL,łódzkie,6557,0.11,519,2627,36,3643,2021-09-03T00:00:00
PL,podkarpackie,127263,0.12,4467,2198,31,1437,2021-09-03T00:00:00
PL,lubelskie,127594,0.14,4539,2016,38,2603,2021-09-03T00:00:00
PL,śląskie,10717,0.08,1283,4524,34,4327,2021-09-03T00:00:00
PL,świętokrzyskie,2196,0.03,363,1192,6,741,2021-09-03T00:00:00
PL,małopolskie,6720,0.12,608,3381,51,3340,2021-09-03T00:00:00
PL,mazowieckie,398223,0.09,9462,4640,54,15500,2021-09-03T00:00:00
PL,lubuskie,74208,0.05,2055,855,6,1204,2021-09-03T00:00:00
PL,warmińsko-mazurskie,2298,0.05,221,1217,8,923,2021-09-03T00:00:00
