country,nuts_2,cases,deaths,datetime
PL,świętokrzyskie,1115,47,2020-08-14T00:00:00
PL,podlaskie,1133,25,2020-08-14T00:00:00
PL,lubelskie,1246,22,2020-08-14T00:00:00
PL,opolskie,1397,58,2020-08-14T00:00:00
PL,pomorskie,1420,40,2020-08-14T00:00:00
PL,podkarpackie,1767,74,2020-08-14T00:00:00
PL,śląskie,18557,430,2020-08-14T00:00:00
PL,dolnośląskie,3603,160,2020-08-14T00:00:00
PL,łódzkie,4487,223,2020-08-14T00:00:00
PL,wielkopolskie,4631,212,2020-08-14T00:00:00
PL,małopolskie,5257,88,2020-08-14T00:00:00
PL,lubuskie,563,12,2020-08-14T00:00:00
PL,warmińsko-mazurskie,588,3,2020-08-14T00:00:00
PL,mazowieckie,7664,391,2020-08-14T00:00:00
PL,zachodniopomorskie,927,23,2020-08-14T00:00:00
PL,kujawsko-pomorskie,964,50,2020-08-14T00:00:00
