country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181585,0.06,4795,2238,20,1796,2021-09-07T00:00:00
PL,lubuskie,74241,0.13,2055,984,17,1521,2021-09-07T00:00:00
PL,wielkopolskie,286516,0.05,7388,2825,26,5002,2021-09-07T00:00:00
PL,zachodniopomorskie,130588,0.13,2941,1996,28,2201,2021-09-07T00:00:00
PL,podlaskie,70460,0.2,2156,1208,30,1458,2021-09-07T00:00:00
PL,warmińsko-mazurskie,2340,0.17,221,1536,26,1017,2021-09-07T00:00:00
PL,śląskie,10819,0.06,1285,4888,30,4848,2021-09-07T00:00:00
PL,małopolskie,6847,0.08,609,3257,30,3729,2021-09-07T00:00:00
PL,podkarpackie,127356,0.12,4469,2778,46,1616,2021-09-07T00:00:00
PL,łódzkie,6627,0.12,520,3469,36,4336,2021-09-07T00:00:00
PL,pomorskie,193203,0.13,4497,2462,35,3379,2021-09-07T00:00:00
PL,dolnośląskie,7713,0.12,595,2714,48,4934,2021-09-07T00:00:00
PL,lubelskie,127698,0.19,4540,2625,52,2940,2021-09-07T00:00:00
PL,mazowieckie,398393,0.1,9467,5490,59,17500,2021-09-07T00:00:00
PL,opolskie,70230,0.06,2058,1041,6,1342,2021-09-07T00:00:00
PL,świętokrzyskie,2223,0.07,366,1345,13,867,2021-09-07T00:00:00
