country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,łódzkie,6243,0.04,513,2647,12,5193,2021-08-12T00:00:00
PL,wielkopolskie,286116,0.03,7385,2438,13,5455,2021-08-12T00:00:00
PL,podkarpackie,126909,0.07,4464,2313,17,2177,2021-08-12T00:00:00
PL,pomorskie,192762,0.06,4490,2422,19,3865,2021-08-12T00:00:00
PL,zachodniopomorskie,130218,0.08,2933,1630,17,2094,2021-08-12T00:00:00
PL,dolnośląskie,7338,0.06,590,2463,19,6605,2021-08-12T00:00:00
PL,lubelskie,127309,0.09,4531,1874,22,3227,2021-08-12T00:00:00
PL,śląskie,10268,0.04,1273,4595,22,5604,2021-08-12T00:00:00
PL,małopolskie,6138,0.07,603,3203,27,4414,2021-08-12T00:00:00
PL,mazowieckie,397481,0.07,9454,5011,38,18788,2021-08-12T00:00:00
PL,lubuskie,74126,0.04,2053,946,5,1679,2021-08-12T00:00:00
PL,opolskie,70067,0.04,2056,953,4,1739,2021-08-12T00:00:00
PL,kujawsko-pomorskie,181347,0.03,4791,1614,8,1986,2021-08-12T00:00:00
PL,świętokrzyskie,2071,0.05,360,1066,8,1080,2021-08-12T00:00:00
PL,warmińsko-mazurskie,2158,0.04,215,1397,6,1299,2021-08-12T00:00:00
PL,podlaskie,70133,0.07,2152,1004,8,1615,2021-08-12T00:00:00
