country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,5922,9877.130859375,54,35,2022-01-10T00:00:00
SE,Blekinge,16802,10552.5432128906,137,69,2022-01-10T00:00:00
SE,Jämtland Härjedalen,18073,13789.1547851563,130,79,2022-01-10T00:00:00
SE,Kronoberg,27948,13835.6728515625,333,132,2022-01-10T00:00:00
SE,Värmland,29489,10428.0759277344,233,146,2022-01-10T00:00:00
SE,Västerbotten,31451,11529.1889648438,204,162,2022-01-10T00:00:00
SE,Kalmar,31547,12829.8588867188,262,113,2022-01-10T00:00:00
SE,Norrbotten,32394,12971.5700683594,300,229,2022-01-10T00:00:00
SE,Västernorrland,32914,13444.8188476563,489,188,2022-01-10T00:00:00
SE,Sörmland,34631,11586.4172363281,492,411,2022-01-10T00:00:00
SE,Dalarna,37528,13041.3828125,368,203,2022-01-10T00:00:00
SE,Västmanland,40855,14765.6684570313,387,137,2022-01-10T00:00:00
SE,Örebro,44090,14437.6030273438,360,236,2022-01-10T00:00:00
SE,Gävleborg,44629,15525.2719726563,575,263,2022-01-10T00:00:00
SE,Östergötland,52146,11173.4340820313,670,383,2022-01-10T00:00:00
SE,Jönköping,53647,14716.3076171875,573,371,2022-01-10T00:00:00
SE,Uppsala,53776,13903.28515625,559,432,2022-01-10T00:00:00
SE,Halland,56270,16743.3117675781,339,188,2022-01-10T00:00:00
SE,Skåne,216684,15638.5864257813,1867,720,2022-01-10T00:00:00
SE,Västra Götaland,255806,14770.0385742188,2501,1495,2022-01-10T00:00:00
SE,Stockholm,370689,15528.7490234375,4598,2355,2022-01-10T00:00:00
