country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11,18.4297828674316,0,0.0,2020-03-31T00:00:00
SE,Blekinge,21,13.1574001312256,0,1.0,2020-03-31T00:00:00
SE,Kalmar,34,13.852334022522,1,2.0,2020-03-31T00:00:00
SE,Kronoberg,34,16.8760452270508,0,0.0,2020-03-31T00:00:00
SE,Västernorrland,46,18.7489547729492,0,3.0,2020-03-31T00:00:00
SE,Värmland,50,17.7045040130615,1,3.0,2020-03-31T00:00:00
SE,Norrbotten,51,20.3924140930176,1,9.0,2020-03-31T00:00:00
SE,Västerbotten,55,20.2402324676514,0,5.0,2020-03-31T00:00:00
SE,Västmanland,79,28.6392726898193,2,10.0,2020-03-31T00:00:00
SE,Jämtland Härjedalen,81,61.9218711853027,0,1.0,2020-03-31T00:00:00
SE,Gävleborg,86,29.9253253936768,2,8.0,2020-03-31T00:00:00
SE,Halland,96,28.7556018829346,7,6.0,2020-03-31T00:00:00
SE,Dalarna,97,33.6845321655273,9,9.0,2020-03-31T00:00:00
SE,Örebro,109,35.7605667114258,1,8.0,2020-03-31T00:00:00
SE,Jönköping,126,34.6535606384277,9,11.0,2020-03-31T00:00:00
SE,Uppsala,183,47.69189453125,6,11.0,2020-03-31T00:00:00
SE,Sörmland,239,80.3253326416016,18,34.0,2020-03-31T00:00:00
SE,Skåne,283,20.5395889282227,8,14.0,2020-03-31T00:00:00
SE,Östergötland,376,80.7742309570313,6,26.0,2020-03-31T00:00:00
SE,Västra Götaland,399,23.1186275482178,6,39.0,2020-03-31T00:00:00
SE,Stockholm,1979,83.2533645629883,103,158.0,2020-03-31T00:00:00
