country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,10579,17622.7900390625,56,35,2022-02-07T00:00:00
SE,Blekinge,27283,17142.0466308594,143,73,2022-02-07T00:00:00
SE,Jämtland Härjedalen,30391,23181.0961914063,145,89,2022-02-07T00:00:00
SE,Norrbotten,44991,18018.1618652344,312,241,2022-02-07T00:00:00
SE,Kronoberg,45768,22645.9833984375,346,140,2022-02-07T00:00:00
SE,Västernorrland,49126,20074.0297851563,492,194,2022-02-07T00:00:00
SE,Västerbotten,49372,18089.0444335938,215,167,2022-02-07T00:00:00
SE,Kalmar,53775,21865.2631835938,273,118,2022-02-07T00:00:00
SE,Värmland,58094,20539.9597167969,245,151,2022-02-07T00:00:00
SE,Sörmland,58600,19592.0686035156,509,425,2022-02-07T00:00:00
SE,Dalarna,63078,21922.9013671875,386,215,2022-02-07T00:00:00
SE,Gävleborg,68365,23781.2143554688,597,284,2022-02-07T00:00:00
SE,Västmanland,70103,25319.1401367188,403,147,2022-02-07T00:00:00
SE,Jönköping,82101,22511.7099609375,598,384,2022-02-07T00:00:00
SE,Örebro,83687,27392.9135742188,380,246,2022-02-07T00:00:00
SE,Uppsala,83985,21681.212890625,589,450,2022-02-07T00:00:00
SE,Östergötland,88757,19010.3974609375,690,402,2022-02-07T00:00:00
SE,Halland,99029,29440.9377441406,364,200,2022-02-07T00:00:00
SE,Skåne,321895,23211.3403320313,2022,754,2022-02-07T00:00:00
SE,Västra Götaland,415743,23991.2700195313,2671,1548,2022-02-07T00:00:00
SE,Stockholm,549733,23013.8974609375,4808,2449,2022-02-07T00:00:00
