country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,2628,4403.04248046875,44,24,2021-02-04T00:00:00
SE,Jämtland Härjedalen,6021,4602.85888671875,100,45,2021-02-04T00:00:00
SE,Blekinge,7478,4685.28759765625,106,32,2021-02-04T00:00:00
SE,Värmland,7984,2827.05541992188,161,63,2021-02-04T00:00:00
SE,Kalmar,10100,4114.9580078125,188,60,2021-02-04T00:00:00
SE,Norrbotten,10541,4214.83203125,205,107,2021-02-04T00:00:00
SE,Västerbotten,10967,4035.90258789063,119,70,2021-02-04T00:00:00
SE,Sörmland,11890,3996.10131835938,384,219,2021-02-04T00:00:00
SE,Kronoberg,12532,6220.31201171875,281,77,2021-02-04T00:00:00
SE,Västernorrland,13527,5513.41552734375,374,109,2021-02-04T00:00:00
SE,Dalarna,13620,4729.72509765625,299,99,2021-02-04T00:00:00
SE,Örebro,16575,5437.90283203125,276,133,2021-02-04T00:00:00
SE,Västmanland,17138,6212.9091796875,309,88,2021-02-04T00:00:00
SE,Gävleborg,18743,6521.98095703125,471,146,2021-02-04T00:00:00
SE,Halland,19916,5965.58935546875,238,98,2021-02-04T00:00:00
SE,Östergötland,20329,4367.17919921875,513,213,2021-02-04T00:00:00
SE,Uppsala,22059,5748.828125,458,239,2021-02-04T00:00:00
SE,Jönköping,23207,6382.58056640625,474,215,2021-02-04T00:00:00
SE,Skåne,100873,7321.166015625,1414,436,2021-02-04T00:00:00
SE,Västra Götaland,101149,5860.716796875,1933,896,2021-02-04T00:00:00
SE,Stockholm,140785,5922.60009765625,3768,1501,2021-02-04T00:00:00
