country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,12320,20518.4716796875,99,47,2023-02-01T00:00:00
SE,Blekinge,32306,20300.0534667969,212,97,2023-02-01T00:00:00
SE,Jämtland Härjedalen,35334,26949.9184570313,225,101,2023-02-01T00:00:00
SE,Norrbotten,52006,20828.5007324219,546,278,2023-02-01T00:00:00
SE,Kronoberg,53826,26629.9052734375,442,170,2023-02-01T00:00:00
SE,Västernorrland,58688,23984.0053710938,784,233,2023-02-01T00:00:00
SE,Västerbotten,62442,22873.2250976563,456,208,2023-02-01T00:00:00
SE,Kalmar,65573,26661.0034179688,447,143,2023-02-01T00:00:00
SE,Sörmland,71704,23968.8068847656,786,451,2023-02-01T00:00:00
SE,Värmland,72886,25768.9382324219,504,212,2023-02-01T00:00:00
SE,Gävleborg,75930,26412.5014648438,828,357,2023-02-01T00:00:00
SE,Dalarna,80898,28117.3701171875,653,274,2023-02-01T00:00:00
SE,Västmanland,81030,29261.8999023438,625,167,2023-02-01T00:00:00
SE,Jönköping,92400,25333.2763671875,843,436,2023-02-01T00:00:00
SE,Uppsala,97556,25175.34375,814,485,2023-02-01T00:00:00
SE,Östergötland,101685,21777.76953125,1009,468,2023-02-01T00:00:00
SE,Örebro,104187,34100.0854492188,618,287,2023-02-01T00:00:00
SE,Halland,112867,33550.2424316406,635,246,2023-02-01T00:00:00
SE,Skåne,356947,25734.2719726563,2954,852,2023-02-01T00:00:00
SE,Västra Götaland,455221,26267.3891601563,3798,1759,2023-02-01T00:00:00
SE,Stockholm,619087,25913.3232421875,6170,2741,2023-02-01T00:00:00
