country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,69,115.604995727539,5,5,2020-05-22T00:00:00
SE,Blekinge,133,83.3302001953125,4,3,2020-05-22T00:00:00
SE,Kalmar,268,109.188987731934,26,23,2020-05-22T00:00:00
SE,Norrbotten,356,142.347045898438,40,36,2020-05-22T00:00:00
SE,Värmland,383,135.616500854492,26,20,2020-05-22T00:00:00
SE,Västerbotten,455,167.441925048828,23,25,2020-05-22T00:00:00
SE,Västernorrland,550,224.172302246094,67,33,2020-05-22T00:00:00
SE,Jämtland Härjedalen,607,464.031799316406,25,13,2020-05-22T00:00:00
SE,Halland,639,191.40446472168,48,26,2020-05-22T00:00:00
SE,Kronoberg,703,348.937042236328,50,13,2020-05-22T00:00:00
SE,Gävleborg,1078,375.110473632813,95,42,2020-05-22T00:00:00
SE,Västmanland,1107,401.312316894531,125,42,2020-05-22T00:00:00
SE,Dalarna,1113,386.503967285156,128,55,2020-05-22T00:00:00
SE,Jönköping,1276,350.936065673828,121,65,2020-05-22T00:00:00
SE,Skåne,1426,103.496299743652,140,78,2020-05-22T00:00:00
SE,Sörmland,1563,525.307495117188,210,118,2020-05-22T00:00:00
SE,Örebro,1629,534.440063476563,119,69,2020-05-22T00:00:00
SE,Uppsala,1632,425.31787109375,153,110,2020-05-22T00:00:00
SE,Östergötland,1871,401.937713623047,165,92,2020-05-22T00:00:00
SE,Västra Götaland,4931,285.709167480469,470,298,2020-05-22T00:00:00
SE,Stockholm,11020,463.593780517578,1885,740,2020-05-22T00:00:00
