country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,692,1159.40087890625,7,7,2020-11-09T00:00:00
SE,Blekinge,1247,781.298950195313,19,10,2020-11-09T00:00:00
SE,Kalmar,1681,684.875671386719,64,33,2020-11-09T00:00:00
SE,Jämtland Härjedalen,1837,1404.32690429688,64,23,2020-11-09T00:00:00
SE,Värmland,2150,761.293701171875,76,36,2020-11-09T00:00:00
SE,Västerbotten,2152,791.945129394531,32,34,2020-11-09T00:00:00
SE,Västernorrland,2618,1067.06018066406,138,52,2020-11-09T00:00:00
SE,Norrbotten,2976,1189.95727539063,89,70,2020-11-09T00:00:00
SE,Kronoberg,3458,1716.39306640625,131,32,2020-11-09T00:00:00
SE,Sörmland,3877,1303.01806640625,257,140,2020-11-09T00:00:00
SE,Dalarna,4185,1453.29650878906,186,72,2020-11-09T00:00:00
SE,Gävleborg,4425,1539.76245117188,171,78,2020-11-09T00:00:00
SE,Halland,4516,1352.71142578125,89,48,2020-11-09T00:00:00
SE,Västmanland,4968,1801.01147460938,185,61,2020-11-09T00:00:00
SE,Örebro,6575,2157.11694335938,177,89,2020-11-09T00:00:00
SE,Östergötland,7442,1598.72827148438,256,119,2020-11-09T00:00:00
SE,Uppsala,7464,1945.20385742188,257,177,2020-11-09T00:00:00
SE,Jönköping,8258,2271.18334960938,189,110,2020-11-09T00:00:00
SE,Skåne,14787,1073.21166992188,310,143,2020-11-09T00:00:00
SE,Västra Götaland,30555,1770.40014648438,893,510,2020-11-09T00:00:00
SE,Stockholm,46377,1951.00634765625,2467,1007,2020-11-09T00:00:00
