country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,14,23.4560871124268,0,1,2020-04-09T00:00:00
SE,Blekinge,39,24.4351711273193,1,2,2020-04-09T00:00:00
SE,Kalmar,63,25.6675605773926,4,7,2020-04-09T00:00:00
SE,Värmland,66,23.369945526123,1,5,2020-04-09T00:00:00
SE,Kronoberg,77,38.2192802429199,1,2,2020-04-09T00:00:00
SE,Västernorrland,90,36.6827392578125,6,8,2020-04-09T00:00:00
SE,Jämtland Härjedalen,107,81.7980270385742,0,3,2020-04-09T00:00:00
SE,Norrbotten,120,47.9821510314941,7,15,2020-04-09T00:00:00
SE,Västerbotten,154,56.6726531982422,1,14,2020-04-09T00:00:00
SE,Halland,167,50.0227661132813,15,12,2020-04-09T00:00:00
SE,Gävleborg,227,78.9889450073242,20,17,2020-04-09T00:00:00
SE,Dalarna,266,92.3720169067383,33,13,2020-04-09T00:00:00
SE,Västmanland,268,97.1560134887695,15,18,2020-04-09T00:00:00
SE,Örebro,279,91.5339279174805,4,19,2020-04-09T00:00:00
SE,Jönköping,295,81.1333389282227,23,25,2020-04-09T00:00:00
SE,Skåne,397,28.8134860992432,18,30,2020-04-09T00:00:00
SE,Uppsala,412,107.371917724609,14,39,2020-04-09T00:00:00
SE,Sörmland,568,190.898696899414,78,64,2020-04-09T00:00:00
SE,Västra Götaland,827,47.9175567626953,39,73,2020-04-09T00:00:00
SE,Östergötland,874,187.757125854492,27,45,2020-04-09T00:00:00
SE,Stockholm,3831,161.164047241211,486,307,2020-04-09T00:00:00
