country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,5302,8845.9287109375,54,35,2022-01-03T00:00:00
SE,Jämtland Härjedalen,15671,11957.7338867188,129,79,2022-01-03T00:00:00
SE,Blekinge,15870,9966.58618164063,139,67,2022-01-03T00:00:00
SE,Kronoberg,25845,12795.9375,331,131,2022-01-03T00:00:00
SE,Värmland,26581,9400.09692382813,232,145,2022-01-03T00:00:00
SE,Västerbotten,28943,10611.1538085938,203,160,2022-01-03T00:00:00
SE,Kalmar,29686,12073.3852539063,262,113,2022-01-03T00:00:00
SE,Norrbotten,30572,12241.6433105469,299,229,2022-01-03T00:00:00
SE,Västernorrland,30938,12636.8168945313,488,188,2022-01-03T00:00:00
SE,Sörmland,31306,10475.8669433594,489,409,2022-01-03T00:00:00
SE,Dalarna,33523,11649.19140625,363,202,2022-01-03T00:00:00
SE,Västmanland,38084,13765.8159179688,383,136,2022-01-03T00:00:00
SE,Örebro,40804,13362.4926757813,362,236,2022-01-03T00:00:00
SE,Gävleborg,42158,14665.8002929688,574,261,2022-01-03T00:00:00
SE,Östergötland,48912,10481.1630859375,664,380,2022-01-03T00:00:00
SE,Uppsala,49295,12749.5600585938,557,430,2022-01-03T00:00:00
SE,Jönköping,50228,13779.62109375,571,364,2022-01-03T00:00:00
SE,Halland,51156,15224.6691894531,339,187,2022-01-03T00:00:00
SE,Skåne,198772,14349.3383789063,1832,706,2022-01-03T00:00:00
SE,Västra Götaland,229911,13277.0522460938,2483,1484,2022-01-03T00:00:00
SE,Stockholm,334196,14003.115234375,4576,2333,2022-01-03T00:00:00
