country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,212,355.192169189453,6,6,2020-07-22T00:00:00
SE,Blekinge,479,300.114044189453,14,8,2020-07-22T00:00:00
SE,Kalmar,758,308.825561523438,62,31,2020-07-22T00:00:00
SE,Västerbotten,888,326.787750244141,31,33,2020-07-22T00:00:00
SE,Värmland,1011,357.985076904297,73,32,2020-07-22T00:00:00
SE,Jämtland Härjedalen,1112,850.087890625,59,18,2020-07-22T00:00:00
SE,Kronoberg,1121,556.413146972656,102,23,2020-07-22T00:00:00
SE,Norrbotten,1551,620.169311523438,77,53,2020-07-22T00:00:00
SE,Halland,1698,508.614685058594,78,37,2020-07-22T00:00:00
SE,Västernorrland,1710,696.972045898438,128,52,2020-07-22T00:00:00
SE,Dalarna,1928,669.523498535156,165,65,2020-07-22T00:00:00
SE,Sörmland,2379,799.556335449219,253,132,2020-07-22T00:00:00
SE,Örebro,2460,807.073364257813,171,82,2020-07-22T00:00:00
SE,Västmanland,2579,934.945373535156,177,53,2020-07-22T00:00:00
SE,Gävleborg,3078,1071.04833984375,154,71,2020-07-22T00:00:00
SE,Östergötland,3474,746.302307128906,239,107,2020-07-22T00:00:00
SE,Skåne,3492,253.442565917969,261,111,2020-07-22T00:00:00
SE,Uppsala,3518,916.8310546875,239,156,2020-07-22T00:00:00
SE,Jönköping,4605,1266.50512695313,179,92,2020-07-22T00:00:00
SE,Västra Götaland,17571,1018.08874511719,822,433,2020-07-22T00:00:00
SE,Stockholm,22880,962.525024414063,2377,903,2020-07-22T00:00:00
