country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,46,77.0699996948242,1,4,2020-04-30T00:00:00
SE,Blekinge,73,45.7376289367676,2,3,2020-04-30T00:00:00
SE,Kalmar,167,68.0394058227539,12,19,2020-04-30T00:00:00
SE,Värmland,179,63.3821258544922,10,16,2020-04-30T00:00:00
SE,Västernorrland,235,95.7827072143555,38,23,2020-04-30T00:00:00
SE,Norrbotten,252,100.762519836426,33,27,2020-04-30T00:00:00
SE,Kronoberg,306,151.884414672852,23,9,2020-04-30T00:00:00
SE,Jämtland Härjedalen,322,246.158554077148,11,8,2020-04-30T00:00:00
SE,Västerbotten,322,118.497367858887,15,24,2020-04-30T00:00:00
SE,Halland,366,109.630729675293,34,23,2020-04-30T00:00:00
SE,Gävleborg,571,198.690246582031,55,35,2020-04-30T00:00:00
SE,Västmanland,766,277.692169189453,89,35,2020-04-30T00:00:00
SE,Jönköping,772,212.321823120117,67,50,2020-04-30T00:00:00
SE,Skåne,783,56.82861328125,69,63,2020-04-30T00:00:00
SE,Dalarna,784,272.254364013672,90,39,2020-04-30T00:00:00
SE,Uppsala,988,257.484100341797,94,81,2020-04-30T00:00:00
SE,Örebro,1013,332.343627929688,61,54,2020-04-30T00:00:00
SE,Sörmland,1215,408.348449707031,165,96,2020-04-30T00:00:00
SE,Östergötland,1440,309.348114013672,102,74,2020-04-30T00:00:00
SE,Västra Götaland,2459,142.477951049805,209,200,2020-04-30T00:00:00
SE,Stockholm,8033,337.935485839844,1406,593,2020-04-30T00:00:00
