country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,285,477.498901367188,6,6,2020-08-09T00:00:00
SE,Blekinge,529,331.441162109375,15,8,2020-08-09T00:00:00
SE,Kalmar,792,322.677886962891,62,31,2020-08-09T00:00:00
SE,Västerbotten,924,340.035919189453,31,34,2020-08-09T00:00:00
SE,Värmland,1080,382.417297363281,73,32,2020-08-09T00:00:00
SE,Jämtland Härjedalen,1153,881.431091308594,60,20,2020-08-09T00:00:00
SE,Kronoberg,1228,609.523071289063,103,23,2020-08-09T00:00:00
SE,Norrbotten,1623,648.958557128906,84,58,2020-08-09T00:00:00
SE,Västernorrland,1821,742.214111328125,132,51,2020-08-09T00:00:00
SE,Halland,1872,560.734252929688,79,38,2020-08-09T00:00:00
SE,Dalarna,2022,702.166198730469,173,67,2020-08-09T00:00:00
SE,Sörmland,2404,807.958618164063,253,133,2020-08-09T00:00:00
SE,Örebro,2569,842.833923339844,171,83,2020-08-09T00:00:00
SE,Västmanland,2679,971.197570800781,180,55,2020-08-09T00:00:00
SE,Gävleborg,3180,1106.54113769531,161,71,2020-08-09T00:00:00
SE,Östergötland,3619,777.451965332031,261,107,2020-08-09T00:00:00
SE,Uppsala,3626,944.977111816406,239,156,2020-08-09T00:00:00
SE,Skåne,3904,283.3447265625,274,117,2020-08-09T00:00:00
SE,Jönköping,4788,1316.83532714844,180,95,2020-08-09T00:00:00
SE,Västra Götaland,19120,1107.83996582031,842,440,2020-08-09T00:00:00
SE,Stockholm,23754,999.292846679688,2387,908,2020-08-09T00:00:00
