country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,1464,2452.83642578125,15,15,2020-12-03T00:00:00
SE,Blekinge,2329,1459.21838378906,23,12,2020-12-03T00:00:00
SE,Jämtland Härjedalen,3054,2334.68383789063,69,31,2020-12-03T00:00:00
SE,Kalmar,3547,1445.12438964844,80,39,2020-12-03T00:00:00
SE,Värmland,3770,1334.91967773438,92,44,2020-12-03T00:00:00
SE,Västerbotten,5025,1849.22131347656,53,46,2020-12-03T00:00:00
SE,Norrbotten,5556,2221.57348632813,107,85,2020-12-03T00:00:00
SE,Kronoberg,5613,2786.03662109375,153,41,2020-12-03T00:00:00
SE,Västernorrland,5901,2405.1650390625,156,66,2020-12-03T00:00:00
SE,Sörmland,6347,2133.15844726563,281,167,2020-12-03T00:00:00
SE,Dalarna,6737,2339.51220703125,198,80,2020-12-03T00:00:00
SE,Halland,7372,2208.19067382813,111,56,2020-12-03T00:00:00
SE,Gävleborg,8215,2858.564453125,204,95,2020-12-03T00:00:00
SE,Västmanland,9537,3457.37646484375,203,70,2020-12-03T00:00:00
SE,Östergötland,9641,2071.12866210938,302,141,2020-12-03T00:00:00
SE,Örebro,10280,3372.64819335938,198,103,2020-12-03T00:00:00
SE,Uppsala,12349,3218.29077148438,306,201,2020-12-03T00:00:00
SE,Jönköping,12416,3414.7509765625,241,140,2020-12-03T00:00:00
SE,Skåne,32005,2322.86059570313,450,195,2020-12-03T00:00:00
SE,Västra Götaland,45740,2650.24072265625,1032,583,2020-12-03T00:00:00
SE,Stockholm,82014,3450.19799804688,2793,1174,2020-12-03T00:00:00
