country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,14,23.4560871124268,0,1,2020-04-08T00:00:00
SE,Blekinge,37,23.1820850372314,1,2,2020-04-08T00:00:00
SE,Kalmar,61,24.8527164459229,4,7,2020-04-08T00:00:00
SE,Kronoberg,61,30.2776107788086,1,2,2020-04-08T00:00:00
SE,Värmland,65,23.0158557891846,1,6,2020-04-08T00:00:00
SE,Västernorrland,83,33.8296356201172,5,8,2020-04-08T00:00:00
SE,Jämtland Härjedalen,97,74.1533508300781,0,3,2020-04-08T00:00:00
SE,Norrbotten,107,42.7840843200684,5,15,2020-04-08T00:00:00
SE,Västerbotten,142,52.2566032409668,1,12,2020-04-08T00:00:00
SE,Halland,154,46.128776550293,14,12,2020-04-08T00:00:00
SE,Gävleborg,209,72.7255020141602,17,16,2020-04-08T00:00:00
SE,Örebro,230,75.4580764770508,3,19,2020-04-08T00:00:00
SE,Västmanland,236,85.555290222168,15,16,2020-04-08T00:00:00
SE,Dalarna,237,82.301383972168,27,13,2020-04-08T00:00:00
SE,Jönköping,270,74.2576293945313,20,24,2020-04-08T00:00:00
SE,Uppsala,378,98.5111236572266,10,33,2020-04-08T00:00:00
SE,Skåne,381,27.6522388458252,16,28,2020-04-08T00:00:00
SE,Sörmland,539,181.152114868164,68,65,2020-04-08T00:00:00
SE,Västra Götaland,730,42.2972373962402,33,68,2020-04-08T00:00:00
SE,Östergötland,811,174.22314453125,27,43,2020-04-08T00:00:00
SE,Stockholm,3577,150.478668212891,419,285,2020-04-08T00:00:00
