country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,317,531.112854003906,6,7,2020-08-27T00:00:00
SE,Blekinge,600,375.925720214844,16,9,2020-08-27T00:00:00
SE,Västerbotten,860,316.483642578125,31,34,2020-08-27T00:00:00
SE,Kalmar,874,356.086456298828,63,31,2020-08-27T00:00:00
SE,Jämtland Härjedalen,1178,900.542785644531,64,20,2020-08-27T00:00:00
SE,Värmland,1178,417.118133544922,73,33,2020-08-27T00:00:00
SE,Kronoberg,1386,687.947021484375,108,24,2020-08-27T00:00:00
SE,Norrbotten,1663,664.95263671875,88,60,2020-08-27T00:00:00
SE,Västernorrland,1850,754.034057617188,133,51,2020-08-27T00:00:00
SE,Dalarna,2123,737.239807128906,174,67,2020-08-27T00:00:00
SE,Halland,2129,637.715393066406,81,38,2020-08-27T00:00:00
SE,Sörmland,2422,814.008178710938,253,133,2020-08-27T00:00:00
SE,Örebro,2657,871.704833984375,171,83,2020-08-27T00:00:00
SE,Västmanland,2734,991.136352539063,183,55,2020-08-27T00:00:00
SE,Gävleborg,3191,1110.36877441406,162,71,2020-08-27T00:00:00
SE,Uppsala,3762,980.420288085938,242,156,2020-08-27T00:00:00
SE,Östergötland,3787,813.542602539063,263,108,2020-08-27T00:00:00
SE,Skåne,4685,340.028167724609,285,119,2020-08-27T00:00:00
SE,Jönköping,4933,1356.71435546875,181,95,2020-08-27T00:00:00
SE,Västra Götaland,18688,1082.80932617188,851,448,2020-08-27T00:00:00
SE,Stockholm,22941,965.091247558594,2393,924,2020-08-27T00:00:00
