country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11874,19776.671875,82,46,2022-10-26T00:00:00
SE,Blekinge,30829,19371.4499511719,184,85,2022-10-26T00:00:00
SE,Jämtland Härjedalen,34347,26197.3735351563,197,95,2022-10-26T00:00:00
SE,Norrbotten,50755,20327.3269042969,459,267,2022-10-26T00:00:00
SE,Kronoberg,51460,25460.1416015625,410,162,2022-10-26T00:00:00
SE,Västernorrland,56224,22976.4565429688,678,217,2022-10-26T00:00:00
SE,Västerbotten,60186,22047.4321289063,393,195,2022-10-26T00:00:00
SE,Kalmar,62810,25537.8784179688,385,135,2022-10-26T00:00:00
SE,Sörmland,67918,22704.2834472656,662,446,2022-10-26T00:00:00
SE,Värmland,69277,24493.1550292969,411,193,2022-10-26T00:00:00
SE,Gävleborg,74803,26020.5034179688,754,332,2022-10-26T00:00:00
SE,Dalarna,75091,26098.7802734375,544,260,2022-10-26T00:00:00
SE,Västmanland,78438,28326.6362304688,534,156,2022-10-26T00:00:00
SE,Jönköping,89662,24583.1611328125,756,414,2022-10-26T00:00:00
SE,Uppsala,93746,24194.380859375,722,462,2022-10-26T00:00:00
SE,Östergötland,98793,21158.70703125,890,440,2022-10-26T00:00:00
SE,Örebro,98929,32379.7768554688,525,276,2022-10-26T00:00:00
SE,Halland,108822,32349.0471191406,518,229,2022-10-26T00:00:00
SE,Skåne,346727,24998.6704101563,2587,819,2022-10-26T00:00:00
SE,Västra Götaland,444278,25636.4653320313,3342,1670,2022-10-26T00:00:00
SE,Stockholm,606611,25391.7490234375,5626,2645,2022-10-26T00:00:00
