country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,81,135.710220336914,6,5,2020-05-31T00:00:00
SE,Blekinge,208,130.320922851563,4,3,2020-05-31T00:00:00
SE,Kalmar,349,142.190139770508,35,23,2020-05-31T00:00:00
SE,Norrbotten,414,165.538421630859,43,37,2020-05-31T00:00:00
SE,Västerbotten,498,183.26611328125,26,28,2020-05-31T00:00:00
SE,Värmland,531,188.021835327148,31,22,2020-05-31T00:00:00
SE,Jämtland Härjedalen,722,551.945556640625,32,15,2020-05-31T00:00:00
SE,Västernorrland,723,294.684661865234,84,39,2020-05-31T00:00:00
SE,Halland,773,231.542495727539,53,30,2020-05-31T00:00:00
SE,Kronoberg,839,416.441253662109,65,17,2020-05-31T00:00:00
SE,Dalarna,1215,421.9248046875,143,58,2020-05-31T00:00:00
SE,Västmanland,1264,458.228363037109,135,44,2020-05-31T00:00:00
SE,Gävleborg,1285,447.140045166016,103,48,2020-05-31T00:00:00
SE,Jönköping,1538,422.993469238281,138,72,2020-05-31T00:00:00
SE,Sörmland,1625,546.145080566406,224,122,2020-05-31T00:00:00
SE,Skåne,1739,126.213233947754,178,90,2020-05-31T00:00:00
SE,Örebro,1795,588.901123046875,131,71,2020-05-31T00:00:00
SE,Uppsala,1921,500.634582519531,169,122,2020-05-31T00:00:00
SE,Östergötland,1975,424.279541015625,190,98,2020-05-31T00:00:00
SE,Västra Götaland,5898,341.738494873047,550,330,2020-05-31T00:00:00
SE,Stockholm,12149,511.089019775391,2055,790,2020-05-31T00:00:00
