country,nuts_3,cases,cases/100k pop.,deaths,intensive_care,datetime
SE,Gotland,11013,18344.630859375,58,36,2022-02-17T00:00:00
SE,Blekinge,28534,17928.5612792969,148,77,2022-02-17T00:00:00
SE,Jämtland Härjedalen,31521,24042.6723632813,146,89,2022-02-17T00:00:00
SE,Norrbotten,46496,18621.0935058594,322,243,2022-02-17T00:00:00
SE,Kronoberg,47410,23457.7978515625,356,142,2022-02-17T00:00:00
SE,Västernorrland,50969,20827.6459960938,492,196,2022-02-17T00:00:00
SE,Västerbotten,52213,19128.9731445313,228,170,2022-02-17T00:00:00
SE,Kalmar,57421,23347.3178710938,284,122,2022-02-17T00:00:00
SE,Sörmland,60733,20304.4904785156,532,428,2022-02-17T00:00:00
SE,Värmland,61399,21708.2780761719,261,155,2022-02-17T00:00:00
SE,Dalarna,66044,22953.9228515625,406,217,2022-02-17T00:00:00
SE,Gävleborg,71033,24709.2084960938,612,287,2022-02-17T00:00:00
SE,Västmanland,72882,26321.8803710938,423,149,2022-02-17T00:00:00
SE,Jönköping,84119,23064.5712890625,616,388,2022-02-17T00:00:00
SE,Uppsala,86603,22355.26953125,617,451,2022-02-17T00:00:00
SE,Örebro,88047,28819.4135742188,398,249,2022-02-17T00:00:00
SE,Östergötland,91673,19634.59765625,724,409,2022-02-17T00:00:00
SE,Halland,101518,30180.0666503906,382,206,2022-02-17T00:00:00
SE,Skåne,330624,23839.6274414063,2069,765,2022-02-17T00:00:00
SE,Västra Götaland,424819,24514.5493164063,2806,1564,2022-02-17T00:00:00
SE,Stockholm,557785,23350.5205078125,4972,2474,2022-02-17T00:00:00
