country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,2039,1238,19,65330,30,4,2020-10-28T08:00:00
AT,Kärnten,2169,1416,15,100854,53,3,2020-10-28T08:00:00
AT,Vorarlberg,4612,2264,30,122623,43,11,2020-10-28T08:00:00
AT,Salzburg,5907,3396,49,115234,88,13,2020-10-28T08:00:00
AT,Steiermark,7537,4267,202,207552,206,29,2020-10-28T08:00:00
AT,Tirol,11231,8370,116,288514,107,8,2020-10-28T08:00:00
AT,Niederösterreich,13546,9374,154,352893,183,30,2020-10-28T08:00:00
AT,Oberösterreich,14450,9355,101,270480,332,30,2020-10-28T08:00:00
AT,Wien,29167,20628,319,602207,358,75,2020-10-28T08:00:00
AT,,90658,60308,1005,2125687,1400,203,2020-10-28T08:00:00
