country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,342,329,11,14353,2,0,2020-06-09T08:00:00
AT,Kärnten,416,399,13,19455,0,0,2020-06-09T08:00:00
AT,Vorarlberg,905,876,19,23712,0,0,2020-06-09T08:00:00
AT,Salzburg,1221,1200,38,34398,0,0,2020-06-09T08:00:00
AT,Steiermark,1843,1678,149,55475,2,1,2020-06-09T08:00:00
AT,Oberösterreich,2314,2230,61,67670,5,0,2020-06-09T08:00:00
AT,Niederösterreich,2889,2707,100,80732,14,6,2020-06-09T08:00:00
AT,Wien,3420,2986,173,121824,57,9,2020-06-09T08:00:00
AT,Tirol,3539,3434,108,77142,2,1,2020-06-09T08:00:00
AT,,16889,15839,672,494761,82,17,2020-06-09T08:00:00
