country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,1584,1095,16,62054,31,4,2020-10-23T15:00:00
AT,Kärnten,1802,1259,14,99065,30,2,2020-10-23T15:00:00
AT,Vorarlberg,3653,2220,28,117119,40,9,2020-10-23T15:00:00
AT,Salzburg,4920,2931,46,110632,71,8,2020-10-23T15:00:00
AT,Steiermark,6013,3967,195,199831,127,21,2020-10-23T15:00:00
AT,Tirol,9725,7554,116,280370,99,8,2020-10-23T15:00:00
AT,Oberösterreich,11530,8394,90,258693,211,21,2020-10-23T15:00:00
AT,Niederösterreich,11552,8586,143,341165,156,23,2020-10-23T15:00:00
AT,Wien,26207,19189,306,577497,293,62,2020-10-23T15:00:00
AT,,76986,55195,954,2046426,1058,158,2020-10-23T15:00:00
