country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,331,290,11,8817,0,0,2020-05-13T08:00:00
AT,Kärnten,411,388,13,12836,1,0,2020-05-13T08:00:00
AT,Vorarlberg,882,843,19,16146,2,1,2020-05-13T08:00:00
AT,Salzburg,1216,1165,37,27658,29,2,2020-05-13T08:00:00
AT,Steiermark,1814,1449,139,36535,22,4,2020-05-13T08:00:00
AT,Oberösterreich,2268,2170,58,47935,20,3,2020-05-13T08:00:00
AT,Niederösterreich,2717,2433,95,42771,67,21,2020-05-13T08:00:00
AT,Wien,2764,2081,144,75361,97,16,2020-05-13T08:00:00
AT,Tirol,3518,3329,107,61255,26,12,2020-05-13T08:00:00
AT,,15921,14148,623,329314,264,59,2020-05-13T08:00:00
