country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,419,375,11,20405,1,0,2020-08-01T15:00:00
AT,Kärnten,465,436,13,40467,0,0,2020-08-01T15:00:00
AT,Vorarlberg,958,906,19,43834,2,0,2020-08-01T15:00:00
AT,Salzburg,1401,1259,37,47823,6,1,2020-08-01T15:00:00
AT,Steiermark,2100,1848,155,81606,7,3,2020-08-01T15:00:00
AT,Niederösterreich,3389,3025,107,156404,10,3,2020-08-01T15:00:00
AT,Tirol,3680,3538,108,156954,4,0,2020-08-01T15:00:00
AT,Oberösterreich,3696,3191,64,123029,22,3,2020-08-01T15:00:00
AT,Wien,5086,4333,204,227297,47,9,2020-08-01T15:00:00
AT,,21194,18911,718,897819,99,19,2020-08-01T15:00:00
