country,nuts_2,cases,hospitalized,intensive_care,datetime
AT,Burgenland,199,10.0,3,2020-04-01T10:00:00
AT,Kärnten,297,29.0,11,2020-04-01T10:00:00
AT,Vorarlberg,680,51.0,12,2020-04-01T10:00:00
AT,Salzburg,993,66.0,10,2020-04-01T10:00:00
AT,Steiermark,1135,165.0,27,2020-04-01T10:00:00
AT,Wien,1553,195.0,30,2020-04-01T10:00:00
AT,Niederösterreich,1726,200.0,36,2020-04-01T10:00:00
AT,Oberösterreich,1748,142.0,29,2020-04-01T10:00:00
AT,Tirol,2511,213.0,57,2020-04-01T10:00:00
AT,,10842,1.071,215,2020-04-01T10:00:00
