country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,321,242,10,5302,11,3,2020-04-28T15:00:00
AT,Kärnten,410,372,12,9471,11,6,2020-04-28T15:00:00
AT,Vorarlberg,869,779,15,10362,11,5,2020-04-28T15:00:00
AT,Salzburg,1214,1078,34,19348,75,10,2020-04-28T15:00:00
AT,Steiermark,1751,1117,123,26908,74,10,2020-04-28T15:00:00
AT,Oberösterreich,2251,2040,53,37146,60,14,2020-04-28T15:00:00
AT,Wien,2399,1781,127,53114,137,21,2020-04-28T15:00:00
AT,Niederösterreich,2577,2101,92,28534,110,35,2020-04-28T15:00:00
AT,Tirol,3494,3070,103,49393,72,32,2020-04-28T15:00:00
AT,,15286,12580,569,239578,561,136,2020-04-28T15:00:00
