country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,124654,120873,562,5333396,33,3,2022-07-02T09:30:00+02:00
AT,Vorarlberg,213047,210265,549,7095473,36,3,2022-07-02T09:30:00+02:00
AT,Kärnten,254252,249564,1631,6633948,42,0,2022-07-02T09:30:00+02:00
AT,Salzburg,306081,301442,1145,10649058,38,0,2022-07-02T09:30:00+02:00
AT,Tirol,369951,363698,940,9603286,76,3,2022-07-02T09:30:00+02:00
AT,Steiermark,566396,554981,3400,21148521,115,7,2022-07-02T09:30:00+02:00
AT,Oberösterreich,791511,778168,2852,24571705,127,5,2022-07-02T09:30:00+02:00
AT,Niederösterreich,852210,820491,3674,39578255,201,8,2022-07-02T09:30:00+02:00
AT,Wien,970852,922958,4040,66088229,206,29,2022-07-02T09:30:00+02:00
AT,Österreich,4448954,4322440,18793,190701871,874,58,2022-07-02T09:30:00+02:00
