country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,407,368,11,19997,1,1,2020-07-29T15:00:00
AT,Kärnten,457,431,13,38234,0,0,2020-07-29T15:00:00
AT,Vorarlberg,953,902,19,41787,3,0,2020-07-29T15:00:00
AT,Salzburg,1377,1235,37,46753,7,1,2020-07-29T15:00:00
AT,Steiermark,2086,1810,155,79847,6,0,2020-07-29T15:00:00
AT,Niederösterreich,3341,2981,106,151529,13,4,2020-07-29T15:00:00
AT,Oberösterreich,3610,3089,63,118488,21,4,2020-07-29T15:00:00
AT,Tirol,3684,3519,108,152814,2,1,2020-07-29T15:00:00
AT,Wien,4922,4193,204,221153,41,9,2020-07-29T15:00:00
AT,,20837,18528,716,870602,94,20,2020-07-29T15:00:00
