country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,302,198,8,2357,16,5,2020-04-19T15:00:00
AT,Kärnten,394,302,10,7268,15,9,2020-04-19T15:00:00
AT,Vorarlberg,858,715,9,7400,19,7,2020-04-19T15:00:00
AT,Salzburg,1199,929,29,14386,88,16,2020-04-19T15:00:00
AT,Steiermark,1652,809,101,19749,117,18,2020-04-19T15:00:00
AT,Wien,2198,1615,90,37256,159,31,2020-04-19T15:00:00
AT,Oberösterreich,2200,1847,38,29696,95,29,2020-04-19T15:00:00
AT,Niederösterreich,2476,1560,82,19112,196,40,2020-04-19T15:00:00
AT,Tirol,3417,2526,85,42019,112,49,2020-04-19T15:00:00
AT,,14696,10501,452,179243,817,204,2020-04-19T15:00:00
