country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,106015,97903,531,5036496,151,12,2022-04-07T09:30:00+02:00
AT,Vorarlberg,192774,183338,527,6967258,83,6,2022-04-07T09:30:00+02:00
AT,Kärnten,232798,221718,1251,6486392,156,15,2022-04-07T09:30:00+02:00
AT,Salzburg,280046,269812,907,10471085,88,7,2022-04-07T09:30:00+02:00
AT,Tirol,341781,332337,922,9393458,157,12,2022-04-07T09:30:00+02:00
AT,Steiermark,517563,493813,2832,20444540,488,40,2022-04-07T09:30:00+02:00
AT,Oberösterreich,722703,690925,2734,23816208,299,18,2022-04-07T09:30:00+02:00
AT,Niederösterreich,737065,672888,3125,36367374,576,33,2022-04-07T09:30:00+02:00
AT,Wien,819416,738470,3312,59503618,751,58,2022-04-07T09:30:00+02:00
AT,Österreich,3950161,3701204,16141,178486429,2749,201,2022-04-07T09:30:00+02:00
