country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,21965,20736,358,3216513,24,3,2021-11-01T09:30:00+01:00
AT,Vorarlberg,37617,35190,328,5235619,33,4,2021-11-01T09:30:00+01:00
AT,Kärnten,49729,46139,856,4801002,115,19,2021-11-01T09:30:00+01:00
AT,Salzburg,63621,58611,625,6883440,89,12,2021-11-01T09:30:00+01:00
AT,Tirol,76749,72731,674,6410093,97,23,2021-11-01T09:30:00+01:00
AT,Steiermark,101498,93183,2183,13731693,185,35,2021-11-01T09:30:00+01:00
AT,Niederösterreich,143003,131688,1978,17720008,286,55,2021-11-01T09:30:00+01:00
AT,Oberösterreich,159088,146958,1871,16143528,321,51,2021-11-01T09:30:00+01:00
AT,Wien,182234,171831,2496,23389206,308,90,2021-11-01T09:30:00+01:00
AT,Österreich,835504,777067,11369,97531102,1458,292,2021-11-01T09:30:00+01:00
