country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,332,283,11,8477,3,0,2020-05-12T08:00:00
AT,Kärnten,411,389,13,12496,1,0,2020-05-12T08:00:00
AT,Vorarlberg,879,839,19,15886,2,1,2020-05-12T08:00:00
AT,Salzburg,1215,1162,37,27325,30,3,2020-05-12T08:00:00
AT,Steiermark,1810,1423,136,36089,24,4,2020-05-12T08:00:00
AT,Oberösterreich,2267,2169,58,47268,19,4,2020-05-12T08:00:00
AT,Niederösterreich,2704,2418,95,41724,69,23,2020-05-12T08:00:00
AT,Wien,2741,2061,144,70789,102,20,2020-05-12T08:00:00
AT,Tirol,3518,3317,107,59430,29,13,2020-05-12T08:00:00
AT,,15877,14061,620,319484,279,68,2020-05-12T08:00:00
