country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,511,432,11,29861,1,1,2020-09-01T08:00:00
AT,Kärnten,647,592,13,56152,3,2,2020-09-01T08:00:00
AT,Vorarlberg,1102,1000,20,62050,3,0,2020-09-01T08:00:00
AT,Salzburg,1693,1470,39,57884,7,0,2020-09-01T08:00:00
AT,Steiermark,2506,2068,157,112433,5,0,2020-09-01T08:00:00
AT,Niederösterreich,4037,3581,108,202393,24,10,2020-09-01T08:00:00
AT,Tirol,4232,3858,108,191779,9,2,2020-09-01T08:00:00
AT,Oberösterreich,4702,4228,67,159914,23,3,2020-09-01T08:00:00
AT,Wien,7983,5997,210,308245,79,13,2020-09-01T08:00:00
AT,,27413,23226,733,1180711,154,31,2020-09-01T08:00:00
