country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,341,324,11,12623,2,0,2020-05-28T15:00:00
AT,Kärnten,414,398,13,16295,0,0,2020-05-28T15:00:00
AT,Vorarlberg,898,866,19,20477,0,0,2020-05-28T15:00:00
AT,Salzburg,1220,1192,38,32726,2,0,2020-05-28T15:00:00
AT,Steiermark,1835,1628,147,48843,8,1,2020-05-28T15:00:00
AT,Oberösterreich,2292,2212,60,60447,7,0,2020-05-28T15:00:00
AT,Niederösterreich,2861,2647,100,64267,26,13,2020-05-28T15:00:00
AT,Wien,3147,2607,172,99988,52,12,2020-05-28T15:00:00
AT,Tirol,3536,3412,108,71706,10,4,2020-05-28T15:00:00
AT,,16544,15286,668,427372,107,30,2020-05-28T15:00:00
