country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,439,408,11,25055,0,0,2020-08-15T09:30:00
AT,Kärnten,565,463,13,47714,2,0,2020-08-15T09:30:00
AT,Vorarlberg,1008,946,20,51079,1,0,2020-08-15T09:30:00
AT,Salzburg,1518,1337,39,51715,4,0,2020-08-15T09:30:00
AT,Steiermark,2191,1939,155,89433,9,3,2020-08-15T09:30:00
AT,Niederösterreich,3577,3282,108,177789,18,4,2020-08-15T09:30:00
AT,Tirol,3808,3604,108,173799,6,0,2020-08-15T09:30:00
AT,Oberösterreich,4011,3676,67,139400,18,5,2020-08-15T09:30:00
AT,Wien,5988,4972,207,253370,46,9,2020-08-15T09:30:00
AT,,23105,20627,728,1009354,104,21,2020-08-15T09:30:00
