country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,55649,48298,467,4392458,76,6,2022-02-15T09:30:00+01:00
AT,Vorarlberg,114602,98451,469,6490949,71,5,2022-02-15T09:30:00+01:00
AT,Kärnten,144264,117588,1135,6126968,148,12,2022-02-15T09:30:00+01:00
AT,Salzburg,181943,165055,822,9816053,99,4,2022-02-15T09:30:00+01:00
AT,Tirol,229900,208490,853,8538525,240,21,2022-02-15T09:30:00+01:00
AT,Steiermark,280594,239086,2575,18683620,312,21,2022-02-15T09:30:00+01:00
AT,Niederösterreich,389611,334963,2704,28509940,315,22,2022-02-15T09:30:00+01:00
AT,Oberösterreich,436054,391004,2433,21884307,340,27,2022-02-15T09:30:00+01:00
AT,Wien,491789,400175,2969,47438236,642,80,2022-02-15T09:30:00+01:00
AT,Österreich,2324406,2003110,14427,151881056,2243,198,2022-02-15T09:30:00+01:00
