country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,327,256,10,7426,8,2,2020-05-03T08:00:00
AT,Kärnten,410,381,12,10302,7,4,2020-05-03T08:00:00
AT,Vorarlberg,873,819,17,12374,7,4,2020-05-03T08:00:00
AT,Salzburg,1219,1115,36,23075,52,7,2020-05-03T08:00:00
AT,Steiermark,1766,1235,133,30866,52,9,2020-05-03T08:00:00
AT,Oberösterreich,2256,2102,56,40747,42,8,2020-05-03T08:00:00
AT,Wien,2529,1827,135,59457,122,21,2020-05-03T08:00:00
AT,Niederösterreich,2630,2238,92,32438,90,35,2020-05-03T08:00:00
AT,Tirol,3504,3207,105,52934,48,24,2020-05-03T08:00:00
AT,,15514,13180,596,269619,428,114,2020-05-03T08:00:00
