country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,137169,133435,578,5478791,61,4,2022-08-15T09:30:00+02:00
AT,Vorarlberg,226028,224843,570,7152818,23,1,2022-08-15T09:30:00+02:00
AT,Kärnten,273295,268352,1657,6714315,98,6,2022-08-15T09:30:00+02:00
AT,Salzburg,325742,321885,1173,10785920,89,3,2022-08-15T09:30:00+02:00
AT,Tirol,392281,388248,953,9720433,84,3,2022-08-15T09:30:00+02:00
AT,Steiermark,607757,597043,3441,21493246,138,11,2022-08-15T09:30:00+02:00
AT,Oberösterreich,845646,836444,2913,24861205,105,6,2022-08-15T09:30:00+02:00
AT,Niederösterreich,931912,906146,3836,40123680,256,15,2022-08-15T09:30:00+02:00
AT,Wien,1088673,1057639,4156,68099495,384,19,2022-08-15T09:30:00+02:00
AT,Österreich,4828503,4734035,19277,194429903,1238,68,2022-08-15T09:30:00+02:00
