country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,8629,8083,157,108612,78,8,2020-12-19T09:30:00
AT,Vorarlberg,17947,16607,197,205408,88,18,2020-12-19T09:30:00
AT,Kärnten,19332,17122,439,166218,262,15,2020-12-19T09:30:00
AT,Salzburg,25731,22523,290,205286,173,30,2020-12-19T09:30:00
AT,Tirol,38055,36227,437,441800,242,50,2020-12-19T09:30:00
AT,Steiermark,39103,30869,968,371778,514,78,2020-12-19T09:30:00
AT,Niederösterreich,49406,44558,744,639563,405,65,2020-12-19T09:30:00
AT,Oberösterreich,67739,62354,1035,441828,630,100,2020-12-19T09:30:00
AT,Wien,68674,62268,942,987793,572,125,2020-12-19T09:30:00
AT,,334616,300611,5209,3568286,2964,489,2020-12-19T09:30:00
