country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,31995,30969,438,3669515,48,12,2022-01-01T09:30:00+01:00
AT,Vorarlberg,63672,61058,427,5617573,39,13,2022-01-01T09:30:00+01:00
AT,Kärnten,84268,81724,1095,5642117,97,21,2022-01-01T09:30:00+01:00
AT,Salzburg,103080,100011,788,8674173,44,15,2022-01-01T09:30:00+01:00
AT,Tirol,121818,116887,809,7325190,117,46,2022-01-01T09:30:00+01:00
AT,Steiermark,152636,146734,2478,16450921,126,35,2022-01-01T09:30:00+01:00
AT,Niederösterreich,221083,213460,2568,21587829,172,55,2022-01-01T09:30:00+01:00
AT,Wien,242570,230730,2797,35617362,266,76,2022-01-01T09:30:00+01:00
AT,Oberösterreich,261105,255488,2349,19323197,95,49,2022-01-01T09:30:00+01:00
AT,Österreich,1282227,1237061,13749,123907877,1004,322,2022-01-01T09:30:00+01:00
