country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,295,181,7,2301,17,5,2020-04-18T09:30:00
AT,Kärnten,395,295,9,7156,16,9,2020-04-18T09:30:00
AT,Vorarlberg,855,668,9,7193,23,8,2020-04-18T09:30:00
AT,Salzburg,1191,875,29,14085,91,17,2020-04-18T09:30:00
AT,Steiermark,1638,775,99,19036,118,20,2020-04-18T09:30:00
AT,Wien,2159,1552,88,37256,161,32,2020-04-18T09:30:00
AT,Oberösterreich,2194,1822,37,29190,97,25,2020-04-18T09:30:00
AT,Niederösterreich,2461,1560,80,18831,207,41,2020-04-18T09:30:00
AT,Tirol,3407,2486,85,40884,125,51,2020-04-18T09:30:00
AT,,14595,10214,443,175932,855,208,2020-04-18T09:30:00
