country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,617,508,11,39455,6,1,2020-09-16T08:00:00
AT,Kärnten,722,641,13,67492,6,1,2020-09-16T08:00:00
AT,Vorarlberg,1485,1101,20,73060,14,3,2020-09-16T08:00:00
AT,Salzburg,1877,1646,40,62410,6,1,2020-09-16T08:00:00
AT,Steiermark,2952,2397,157,130356,26,3,2020-09-16T08:00:00
AT,Niederösterreich,5098,4137,110,231710,32,7,2020-09-16T08:00:00
AT,Tirol,5098,4445,108,208394,13,1,2020-09-16T08:00:00
AT,Oberösterreich,5444,4768,68,180300,29,2,2020-09-16T08:00:00
AT,Wien,11683,7711,230,371331,161,30,2020-09-16T08:00:00
AT,,34976,27354,757,1364508,293,49,2020-09-16T08:00:00
