country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,376,347,11,18906,1,0,2020-07-16T15:00:00
AT,Kärnten,446,415,13,33066,1,0,2020-07-16T15:00:00
AT,Vorarlberg,919,897,19,36045,1,0,2020-07-16T15:00:00
AT,Salzburg,1305,1234,38,42348,4,0,2020-07-16T15:00:00
AT,Steiermark,1962,1711,154,73856,5,1,2020-07-16T15:00:00
AT,Niederösterreich,3147,2884,105,131566,11,3,2020-07-16T15:00:00
AT,Oberösterreich,3153,2522,61,101372,27,1,2020-07-16T15:00:00
AT,Tirol,3601,3466,108,94415,2,0,2020-07-16T15:00:00
AT,Wien,4362,3768,202,194771,42,6,2020-07-16T15:00:00
AT,,19271,17244,711,726345,94,11,2020-07-16T15:00:00
