country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,30051,27569,402,3484093,107,14,2021-12-04T09:30:00+01:00
AT,Vorarlberg,56994,45594,381,5494331,137,24,2021-12-04T09:30:00+01:00
AT,Kärnten,77868,65216,967,5423758,323,63,2021-12-04T09:30:00+01:00
AT,Salzburg,97478,86426,728,8026467,246,49,2021-12-04T09:30:00+01:00
AT,Tirol,111026,98213,746,6924999,279,69,2021-12-04T09:30:00+01:00
AT,Steiermark,141735,123958,2359,15366648,423,87,2021-12-04T09:30:00+01:00
AT,Niederösterreich,206173,185109,2335,19029824,550,105,2021-12-04T09:30:00+01:00
AT,Wien,225139,205503,2676,30273352,533,115,2021-12-04T09:30:00+01:00
AT,Oberösterreich,246822,225896,2159,18210940,565,122,2021-12-04T09:30:00+01:00
AT,Österreich,1193286,1063484,12753,112234412,3163,648,2021-12-04T09:30:00+01:00
