country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,419,373,11,20307,2,1,2020-08-01T08:00:00
AT,Kärnten,461,435,13,40213,0,0,2020-08-01T08:00:00
AT,Vorarlberg,957,903,19,43078,3,0,2020-08-01T08:00:00
AT,Salzburg,1401,1251,37,47528,6,1,2020-08-01T08:00:00
AT,Steiermark,2100,1829,155,81079,7,0,2020-08-01T08:00:00
AT,Niederösterreich,3387,3004,107,154937,10,4,2020-08-01T08:00:00
AT,Tirol,3676,3531,108,155954,4,0,2020-08-01T08:00:00
AT,Oberösterreich,3684,3151,64,121855,22,3,2020-08-01T08:00:00
AT,Wien,5087,4281,204,225510,46,7,2020-08-01T08:00:00
AT,,21172,18758,718,890461,100,16,2020-08-01T08:00:00
