country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,1412,997,14,60750,24,4,2020-10-20T15:00:00
AT,Kärnten,1551,1145,13,95081,20,3,2020-10-20T15:00:00
AT,Vorarlberg,3173,2107,28,114577,29,6,2020-10-20T15:00:00
AT,Salzburg,4188,2599,46,104853,49,4,2020-10-20T15:00:00
AT,Steiermark,5230,3685,190,192341,107,19,2020-10-20T15:00:00
AT,Tirol,8721,7070,112,271062,79,11,2020-10-20T15:00:00
AT,Oberösterreich,10053,7906,84,250069,173,19,2020-10-20T15:00:00
AT,Niederösterreich,10257,8141,134,326005,132,22,2020-10-20T15:00:00
AT,Wien,24001,17757,293,557309,276,57,2020-10-20T15:00:00
AT,,68586,51407,914,1972047,889,145,2020-10-20T15:00:00
