country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,483,422,11,29194,1,1,2020-08-28T08:00:00
AT,Kärnten,639,572,13,53515,3,0,2020-08-28T08:00:00
AT,Vorarlberg,1077,990,20,58809,2,0,2020-08-28T08:00:00
AT,Salzburg,1655,1396,39,56731,7,1,2020-08-28T08:00:00
AT,Steiermark,2443,2028,157,108816,8,0,2020-08-28T08:00:00
AT,Niederösterreich,3909,3497,108,195539,22,5,2020-08-28T08:00:00
AT,Tirol,4106,3783,108,187731,10,2,2020-08-28T08:00:00
AT,Oberösterreich,4593,4031,67,154389,24,4,2020-08-28T08:00:00
AT,Wien,7478,5598,210,288519,68,11,2020-08-28T08:00:00
AT,,26383,22317,733,1133243,145,24,2020-08-28T08:00:00
