country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,125184,121466,562,5339237,32,3,2022-07-04T09:30:00+02:00
AT,Vorarlberg,213682,211033,549,7097834,51,2,2022-07-04T09:30:00+02:00
AT,Kärnten,254984,250115,1631,6635942,38,1,2022-07-04T09:30:00+02:00
AT,Salzburg,306860,302000,1145,10652012,43,0,2022-07-04T09:30:00+02:00
AT,Tirol,370694,364607,940,9607640,85,2,2022-07-04T09:30:00+02:00
AT,Steiermark,568104,555915,3400,21158180,125,7,2022-07-04T09:30:00+02:00
AT,Oberösterreich,793719,780195,2853,24578812,133,6,2022-07-04T09:30:00+02:00
AT,Niederösterreich,855894,824286,3677,39589153,212,7,2022-07-04T09:30:00+02:00
AT,Wien,976194,926886,4041,66174532,210,23,2022-07-04T09:30:00+02:00
AT,Österreich,4465315,4336503,18798,190833342,929,51,2022-07-04T09:30:00+02:00
