country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,795,606,11,46351,8,1,2020-09-27T15:00:00
AT,Kärnten,880,726,13,76778,14,2,2020-09-27T15:00:00
AT,Vorarlberg,1854,1335,21,86095,8,5,2020-09-27T15:00:00
AT,Salzburg,2180,1813,40,68580,9,1,2020-09-27T15:00:00
AT,Steiermark,3458,2731,165,149993,48,8,2020-09-27T15:00:00
AT,Tirol,5869,5275,109,228548,25,5,2020-09-27T15:00:00
AT,Oberösterreich,6364,5515,73,201656,40,5,2020-09-27T15:00:00
AT,Niederösterreich,6479,5151,111,260035,79,13,2020-09-27T15:00:00
AT,Wien,15267,10437,244,437463,215,44,2020-09-27T15:00:00
AT,,43146,33589,787,1555499,446,84,2020-09-27T15:00:00
