country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,5500,2828,51,83179,99,12,2020-11-15T08:00:00
AT,Kärnten,8437,3995,71,125352,279,22,2020-11-15T08:00:00
AT,Vorarlberg,11881,6854,63,148496,183,35,2020-11-15T08:00:00
AT,Salzburg,14039,7146,65,149639,192,25,2020-11-15T08:00:00
AT,Steiermark,21488,8668,311,275555,667,103,2020-11-15T08:00:00
AT,Tirol,23958,16343,186,351697,343,51,2020-11-15T08:00:00
AT,Niederösterreich,29510,18397,296,442303,609,79,2020-11-15T08:00:00
AT,Oberösterreich,40439,23899,283,348465,964,117,2020-11-15T08:00:00
AT,Wien,48360,31285,420,717867,690,140,2020-11-15T08:00:00
AT,,203612,119415,1746,2642553,4026,584,2020-11-15T08:00:00
