country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,475,418,11,28246,1,0,2020-08-25T08:00:00
AT,Kärnten,623,523,13,52598,3,1,2020-08-25T08:00:00
AT,Vorarlberg,1060,971,20,57350,2,0,2020-08-25T08:00:00
AT,Salzburg,1628,1372,39,55573,6,1,2020-08-25T08:00:00
AT,Steiermark,2350,1976,157,103978,5,1,2020-08-25T08:00:00
AT,Niederösterreich,3829,3422,108,190724,17,2,2020-08-25T08:00:00
AT,Tirol,4041,3685,108,184445,13,2,2020-08-25T08:00:00
AT,Oberösterreich,4428,3895,67,150779,21,6,2020-08-25T08:00:00
AT,Wien,7162,5395,210,277513,67,10,2020-08-25T08:00:00
AT,,25596,21657,733,1101206,135,23,2020-08-25T08:00:00
