country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,6123,3851,60,87404,107,18,2020-11-20T08:00:00
AT,Kärnten,10764,5642,98,131987,367,27,2020-11-20T08:00:00
AT,Vorarlberg,13518,8815,78,153710,223,44,2020-11-20T08:00:00
AT,Salzburg,16922,9696,92,160081,218,24,2020-11-20T08:00:00
AT,Steiermark,25099,11520,373,293516,749,109,2020-11-20T08:00:00
AT,Tirol,27842,20115,222,371845,408,67,2020-11-20T08:00:00
AT,Niederösterreich,34071,22297,349,470538,701,97,2020-11-20T08:00:00
AT,Oberösterreich,47293,31965,367,364648,1101,138,2020-11-20T08:00:00
AT,Wien,53146,35640,477,753877,740,159,2020-11-20T08:00:00
AT,,234778,149541,2116,2787606,4614,683,2020-11-20T08:00:00
