country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,5906,3277,55,85932,111,16,2020-11-18T08:00:00
AT,Kärnten,9799,5151,90,128837,367,34,2020-11-18T08:00:00
AT,Vorarlberg,12736,8248,75,150659,192,39,2020-11-18T08:00:00
AT,Salzburg,16005,8650,69,154588,202,23,2020-11-18T08:00:00
AT,Steiermark,23451,9771,338,284909,723,105,2020-11-18T08:00:00
AT,Tirol,26259,18016,194,362739,408,70,2020-11-18T08:00:00
AT,Niederösterreich,32311,21051,331,460113,678,87,2020-11-18T08:00:00
AT,Oberösterreich,44285,28759,340,357319,1094,129,2020-11-18T08:00:00
AT,Wien,50879,33564,453,738066,750,155,2020-11-18T08:00:00
AT,,221631,136487,1945,2723162,4525,658,2020-11-18T08:00:00
