country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,342,325,11,13058,2,0,2020-05-31T08:30:00
AT,Kärnten,414,398,13,16935,0,0,2020-05-31T08:30:00
AT,Vorarlberg,898,866,19,21298,0,0,2020-05-31T08:30:00
AT,Salzburg,1220,1196,38,33149,0,0,2020-05-31T08:30:00
AT,Steiermark,1836,1642,147,50347,6,0,2020-05-31T08:30:00
AT,Oberösterreich,2295,2214,60,62343,7,0,2020-05-31T08:30:00
AT,Niederösterreich,2867,2667,100,68149,25,10,2020-05-31T08:30:00
AT,Wien,3229,2793,172,104094,46,10,2020-05-31T08:30:00
AT,Tirol,3537,3419,108,72770,12,3,2020-05-31T08:30:00
AT,,16638,15520,668,442143,98,23,2020-05-31T08:30:00
