country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,330,279,11,8255,6,0,2020-05-09T09:30:00
AT,Kärnten,411,387,13,12208,3,2,2020-05-09T09:30:00
AT,Vorarlberg,876,838,19,15160,2,1,2020-05-09T09:30:00
AT,Salzburg,1212,1155,36,26560,25,3,2020-05-09T09:30:00
AT,Steiermark,1794,1395,135,35200,32,6,2020-05-09T09:30:00
AT,Oberösterreich,2266,2160,58,46097,20,5,2020-05-09T09:30:00
AT,Wien,2647,1999,141,70226,110,19,2020-05-09T09:30:00
AT,Niederösterreich,2682,2405,95,39532,72,25,2020-05-09T09:30:00
AT,Tirol,3517,3310,107,58452,39,18,2020-05-09T09:30:00
AT,,15735,13928,615,311690,309,79,2020-05-09T09:30:00
