country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,434,401,11,24446,1,0,2020-08-13T09:30:00
AT,Kärnten,510,455,13,45427,3,0,2020-08-13T09:30:00
AT,Vorarlberg,989,946,19,49350,2,0,2020-08-13T09:30:00
AT,Salzburg,1491,1331,39,51374,3,0,2020-08-13T09:30:00
AT,Steiermark,2167,1911,155,88320,10,5,2020-08-13T09:30:00
AT,Niederösterreich,3539,3256,108,174574,21,3,2020-08-13T09:30:00
AT,Tirol,3756,3596,108,171150,7,0,2020-08-13T09:30:00
AT,Oberösterreich,3914,3634,67,133497,16,5,2020-08-13T09:30:00
AT,Wien,5747,4816,205,253370,51,9,2020-08-13T09:30:00
AT,,22547,20346,725,991508,114,22,2020-08-13T09:30:00
