country,nuts_2,cases,recovered,deaths,tests,hospitalized,intensive_care,datetime
AT,Burgenland,106520,98894,531,5041869,148,13,2022-04-08T09:30:00+02:00
AT,Vorarlberg,193449,183945,530,6970911,81,5,2022-04-08T09:30:00+02:00
AT,Kärnten,233704,223053,1252,6488391,150,12,2022-04-08T09:30:00+02:00
AT,Salzburg,280715,271635,908,10474907,89,6,2022-04-08T09:30:00+02:00
AT,Tirol,342496,333735,922,9399448,157,14,2022-04-08T09:30:00+02:00
AT,Steiermark,519033,496176,2836,20456881,448,39,2022-04-08T09:30:00+02:00
AT,Oberösterreich,725256,695185,2737,23826623,307,15,2022-04-08T09:30:00+02:00
AT,Niederösterreich,741035,679347,3134,36387560,553,37,2022-04-08T09:30:00+02:00
AT,Wien,822038,747091,3318,59632358,665,62,2022-04-08T09:30:00+02:00
AT,Österreich,3964246,3729061,16168,178678948,2598,203,2022-04-08T09:30:00+02:00
